;;;;;AT;DE;Value
pv_sens;0;16;18424;add_g_ng_mtr;0,0;0,0;
pv_sens;0;16;18424;add_g_ng_mtr_chp;0,0;0,0;
pv_sens;0;16;18424;add_g_ng_stm;0,0;0,0;
pv_sens;0;16;18424;add_g_ng_stm_chp;0,35291229808786717;15,219669357339425;
pv_sens;0;16;18424;add_g_nuc;0,0;0,0;
pv_sens;0;16;18424;add_g_oil_cbt;0,0;0,0;
pv_sens;0;16;18424;add_g_oil_cbt_chp;0,0;0,0;
pv_sens;0;16;18424;add_g_oil_cc;0,0;0,0;
pv_sens;0;16;18424;add_g_oil_cc_chp;0,0;0,0;
pv_sens;0;16;18424;add_g_oil_stm;0,0;1,2248946444799227;
pv_sens;0;16;18424;add_g_oil_stm_chp;0,0;2,3491900000000054;
pv_sens;0;16;18424;deco_g_bio;0,0;3,2552000000000003;
pv_sens;0;16;18424;deco_g_bio_boiler_chp;0,8;2,6;
pv_sens;0;16;18424;deco_g_bio_chp;0,0;0,0;
pv_sens;0;16;18424;deco_g_coal_igcc;0,0;0,0;
pv_sens;0;16;18424;deco_g_coal_sc;0,0;0,0;
pv_sens;0;16;18424;deco_g_coal_sc_chp;0,0;0,0;
pv_sens;0;16;18424;deco_g_coal_sub;0,0;0,0;
pv_sens;0;16;18424;deco_g_coal_sub_chp;0,0;0,0;
pv_sens;0;16;18424;deco_g_coal_usc;0,0;0,0;
pv_sens;0;16;18424;deco_g_coal_usc_chp;0,0;0,0;
pv_sens;0;16;18424;deco_g_eboi_pth;0,0;0,0;
pv_sens;0;16;18424;deco_g_heatpump_pth;0,0;0,0;
pv_sens;0;16;18424;deco_g_hpa_pth;0,0;0,0;
pv_sens;0;16;18424;deco_g_lig_boa;0,0;0,0;
pv_sens;0;16;18424;deco_g_lig_boa_chp;0,0;0,0;
pv_sens;0;16;18424;deco_g_lig_stm;0,0;0,0;
pv_sens;0;16;18424;deco_g_lig_stm_chp;0,0;0,0;
pv_sens;0;16;18424;deco_g_ng_boiler_chp;0,0;0,0;
pv_sens;0;16;18424;deco_g_ng_cbt_hi;0,0;0,0;
pv_sens;0;16;18424;deco_g_ng_cbt_hi_chp;0,0;0,428;
pv_sens;0;16;18424;deco_g_ng_cbt_lo;0,0;0,0;
pv_sens;0;16;18424;deco_g_ng_cbt_lo_chp;0,27692;1,082;
pv_sens;0;16;18424;deco_g_ng_cc_hi;0,0;0,0;
pv_sens;0;16;18424;deco_g_ng_cc_hi_chp;0,0;0,0;
pv_sens;0;16;18424;deco_g_ng_cc_lo;0,0;0,0;
pv_sens;0;16;18424;deco_g_ng_cc_lo_chp;0,0;0,0;
pv_sens;0;16;18424;deco_g_ng_mtr;0,0;0,0;
pv_sens;0;16;18424;deco_g_ng_mtr_chp;0,0;0,0;
pv_sens;0;16;18424;deco_g_ng_stm;0,0;0,0;
pv_sens;0;16;18424;deco_g_ng_stm_chp;0,0;0,0;
pv_sens;0;16;18424;deco_g_nuc;0,0;0,0;
pv_sens;0;16;18424;deco_g_oil_cbt;0,0;0,0;
pv_sens;0;16;18424;deco_g_oil_cbt_chp;0,0;0,297;
pv_sens;0;16;18424;deco_g_oil_cc;0,06;0,0;
pv_sens;0;16;18424;deco_g_oil_cc_chp;0,0;0,0;
pv_sens;0;16;18424;deco_g_oil_stm;0,0;0,0;
pv_sens;0;16;18424;deco_g_oil_stm_chp;0,0;0,0;
pv_sens;0;16;18424;add_s_battery;0,0;7,881615388471901;
pv_sens;0;16;18424;add_s_h2_stack;0,0;0,0;
pv_sens;0;16;18424;add_s_hyd_psp_day;0,0;0,0;
pv_sens;0;16;18424;add_s_hyd_psp_season;0,0;0,0;
pv_sens;0;16;18424;add_s_hyd_psp_week;0,0;0,0;
pv_sens;0;16;18424;add_s_hyd_res_day;0,0;0,0;
pv_sens;0;16;18424;add_s_hyd_res_season;0,0;0,0;
pv_sens;0;16;18424;add_s_hyd_res_week;0,0;0,0;
pv_sens;0;16;18424;add_v_battery;0,0;7,881615388471901;
pv_sens;0;16;18424;add_v_h2_stack;0,0;0,0;
pv_sens;0;16;18424;add_v_hyd_psp_day;0,0;0,0;
pv_sens;0;16;18424;add_v_hyd_psp_season;0,0;0,0;
pv_sens;0;16;18424;add_v_hyd_psp_week;0,0;0,0;
pv_sens;0;16;18424;add_v_hyd_res_day;0,0;0,0;
pv_sens;0;16;18424;add_v_hyd_res_season;0,0;0,0;
pv_sens;0;16;18424;add_v_hyd_res_week;0,0;0,0;
pv_sens;0;16;18424;add_x_AT;0,0;0,0;
pv_sens;0;16;18424;add_x_DE;0,0;0,0;
pv_sens;0;16;18424;cost_air_pol_Biomass;77300,83245915567;0,0;
pv_sens;0;16;18424;cost_air_pol_Coal;0,0;1269391,934249203;
pv_sens;0;16;18424;cost_air_pol_Gas;99462,81557160086;660631,915807006;
pv_sens;0;16;18424;cost_air_pol_Lignite;0,0;1111978,1348968458;
pv_sens;0;16;18424;cost_air_pol_Nuclear;0,0;0,0;
pv_sens;0;16;18424;cost_air_pol_Oil;98,52641004354994;6654,728110231253;
pv_sens;0;16;18424;cost_air_pol_Power;0,0;0,0;
pv_sens;0;16;18424;cost_air_pol_Solar;112478,84826124011;367044,0;
pv_sens;0;16;18424;cost_air_pol_Water;0,0;0,0;
pv_sens;0;16;18424;cost_air_pol_Wind;7499,319;299519,8;
pv_sens;0;16;18424;AnnGByTec_('bio', 'el', 'Biomass');1698,086162161821;0,0;
pv_sens;0;16;18424;AnnGByTec_('bio_chp', 'el', 'Biomass');3732,483412363428;0,0;
pv_sens;0;16;18424;AnnGByTec_('bio_chp', 'ht', 'Biomass');665,8736399055607;0,0;
pv_sens;0;16;18424;AnnGByTec_('coal_sc', 'el', 'Coal');0,0;4554,191916372371;
pv_sens;0;16;18424;AnnGByTec_('coal_sc_chp', 'el', 'Coal');0,0;17367,293376866688;
pv_sens;0;16;18424;AnnGByTec_('coal_sc_chp', 'ht', 'Coal');0,0;4150,750916903577;
pv_sens;0;16;18424;AnnGByTec_('coal_sub', 'el', 'Coal');0,0;22523,701947852864;
pv_sens;0;16;18424;AnnGByTec_('coal_sub_chp', 'el', 'Coal');0,0;33963,11925766298;
pv_sens;0;16;18424;AnnGByTec_('coal_sub_chp', 'ht', 'Coal');0,0;9351,307995057714;
pv_sens;0;16;18424;AnnGByTec_('heatpump_pth', 'ht', 'Power');5163,17880579724;222,90152818676464;
pv_sens;0;16;18424;AnnGByTec_('lig_boa', 'el', 'Lignite');0,0;4978,068479999068;
pv_sens;0;16;18424;AnnGByTec_('lig_boa_chp', 'el', 'Lignite');0,0;4319,223987939889;
pv_sens;0;16;18424;AnnGByTec_('lig_boa_chp', 'ht', 'Lignite');0,0;1801,6022137357768;
pv_sens;0;16;18424;AnnGByTec_('lig_stm', 'el', 'Lignite');0,0;28483,07709748082;
pv_sens;0;16;18424;AnnGByTec_('lig_stm_chp', 'el', 'Lignite');0,0;51087,11703216774;
pv_sens;0;16;18424;AnnGByTec_('lig_stm_chp', 'ht', 'Lignite');0,0;61108,673426308014;
pv_sens;0;16;18424;AnnGByTec_('ng_boiler_chp', 'ht', 'Gas');1311,3095863037533;1112,5363839352372;
pv_sens;0;16;18424;AnnGByTec_('ng_cbt_hi', 'el', 'Gas');0,0;70,52089015932731;
pv_sens;0;16;18424;AnnGByTec_('ng_cbt_lo', 'el', 'Gas');18,019119775288203;594,5539423876884;
pv_sens;0;16;18424;AnnGByTec_('ng_cc_hi', 'el', 'Gas');0,0;31625,816768557583;
pv_sens;0;16;18424;AnnGByTec_('ng_cc_hi_chp', 'el', 'Gas');15710,314174817284;38031,65991856374;
pv_sens;0;16;18424;AnnGByTec_('ng_cc_hi_chp', 'ht', 'Gas');9915,392297624037;9943,37460194169;
pv_sens;0;16;18424;AnnGByTec_('ng_cc_lo', 'el', 'Gas');739,3488794925182;9441,765836059816;
pv_sens;0;16;18424;AnnGByTec_('ng_cc_lo_chp', 'el', 'Gas');1907,611126403136;29197,578009940706;
pv_sens;0;16;18424;AnnGByTec_('ng_cc_lo_chp', 'ht', 'Gas');1819,5746432514497;14214,866355084068;
pv_sens;0;16;18424;AnnGByTec_('ng_mtr', 'el', 'Gas');0,0;69,40592572454236;
pv_sens;0;16;18424;AnnGByTec_('ng_mtr_chp', 'el', 'Gas');0,0;605,5681089265546;
pv_sens;0;16;18424;AnnGByTec_('ng_mtr_chp', 'ht', 'Gas');0,0;585,6194830805995;
pv_sens;0;16;18424;AnnGByTec_('ng_stm', 'el', 'Gas');116,51771717789829;1453,6621353103124;
pv_sens;0;16;18424;AnnGByTec_('ng_stm_chp', 'el', 'Gas');2309,632606510659;29683,434585061103;
pv_sens;0;16;18424;AnnGByTec_('ng_stm_chp', 'ht', 'Gas');3641,337627118263;25486,391195758344;
pv_sens;0;16;18424;AnnGByTec_('oil_cbt', 'el', 'Oil');0,8470000000000006;283,6933307597226;
pv_sens;0;16;18424;AnnGByTec_('oil_stm', 'el', 'Oil');11,336581881825628;129,75937039049373;
pv_sens;0;16;18424;AnnGByTec_('oil_stm_chp', 'el', 'Oil');0,0;417,19150085684157;
pv_sens;0;16;18424;cost_airpol;296840,3417020402;3715220,513063286;
pv_sens;0;16;16924;cost_zonal;2085128,0515394942;14440783,772802934;
pv_sens;0;16;16924;AnnCO2Emissions;8542,319355047688;235985,72077144048;
pv_sens;0;16;16924;AnnCurtail;1569,2436660186895;6402,264097565312;
pv_sens;0;16;16924;AnnG_el;25598,709702401113;308900,66537524894;
pv_sens;0;16;16924;AnnG_ht;22516,666600003573;127978,02409997884;
pv_sens;0;16;16924;AnnGBiomass;4662,707382875564;;
pv_sens;0;16;16924;AnnGFossil;43452,668919529126;436878,6894752278;
pv_sens;0;16;16924;AnnR;60739,656637117834;284294,9393899988;
pv_sens;0;16;16924;AnnSpendingEl;2681528,1969210305;20625841,886390578;
pv_sens;0;16;16924;AnnProdSurplus;2657310,116848533;12424625,14365861;
pv_sens;0;16;16924;AnnX;;12215,33814651683;
pv_sens;0;16;16924;AnnValueX;803848,4876844772;215314,20418242057;
pv_sens;0;16;16924;AnnValueI;-215314,20418242057;-803848,4876844772;
pv_sens;0;16;16924;AnnSIn;6563,376877067869;31979,419293666062;
pv_sens;0;16;16924;AnnSOut;14731,305900424262;30084,235135863753;
pv_sens;0;16;16924;AvgPriceEl;32,017806977768636;32,79808139816883;
pv_sens;0;16;16924;AvgPriceHt;12,35738769754562;9,708729213190539;
pv_sens;0;16;16924;cost_invest_g;11989,125554191041;447334,4758336081;
pv_sens;0;16;16924;cost_invest_r;373035,74387914676;0,0;
pv_sens;0;16;16924;cost_invest_sv;0,0;281274,6288223628;
pv_sens;0;16;16924;cost_invest_x;0,0;0,0;
pv_sens;0;16;16924;CostCO2;;;False
pv_sens;0;16;16924;CostFuel;699194,8813639332;6906686,646652342;
pv_sens;0;16;16924;CostOMG;339377,38338139973;3526254,8773307633;
pv_sens;0;16;16924;CostOMR;661530,9173610907;3279233,144168009;
pv_sens;0;16;16924;add_r_pv;22,04181894818877;0,0;
pv_sens;0;16;16924;add_r_ror;0,0;0,0;
pv_sens;0;16;16924;add_r_wind_off;0,0;0,0;
pv_sens;0;16;16924;add_r_wind_on;0,0;0,0;
pv_sens;0;16;16924;add_g_bio;0,0;0,0;
pv_sens;0;16;16924;add_g_bio_boiler_chp;0,0;0,0;
pv_sens;0;16;16924;add_g_bio_chp;0,0;0,0;
pv_sens;0;16;16924;add_g_coal_igcc;0,0;0,0;
pv_sens;0;16;16924;add_g_coal_sc;0,0;0,0;
pv_sens;0;16;16924;add_g_coal_sc_chp;0,0;0,0;
pv_sens;0;16;16924;add_g_coal_sub;0,0;0,0;
pv_sens;0;16;16924;add_g_coal_sub_chp;0,0;0,0;
pv_sens;0;16;16924;add_g_coal_usc;0,0;0,0;
pv_sens;0;16;16924;add_g_coal_usc_chp;0,0;0,0;
pv_sens;0;16;16924;add_g_eboi_pth;0,0;0,0;
pv_sens;0;16;16924;add_g_heatpump_pth;0,0;0,0;
pv_sens;0;16;16924;add_g_hpa_pth;0,0;0,0;
pv_sens;0;16;16924;add_g_lig_boa;0,0;0,0;
pv_sens;0;16;16924;add_g_lig_boa_chp;0,0;0,0;
pv_sens;0;16;16924;add_g_lig_stm;0,0;0,0;
pv_sens;0;16;16924;add_g_lig_stm_chp;0,0;0,0;
pv_sens;0;16;16924;add_g_ng_boiler_chp;0,1450989756411381;0,0;
pv_sens;0;16;16924;add_g_ng_cbt_hi;0,0;0,0;
pv_sens;0;16;16924;add_g_ng_cbt_hi_chp;0,0;0,0;
pv_sens;0;16;16924;add_g_ng_cbt_lo;0,0;0,0;
pv_sens;0;16;16924;add_g_ng_cbt_lo_chp;0,0;0,0;
pv_sens;0;16;16924;add_g_ng_cc_hi;0,0;1,3315511061453296;
pv_sens;0;16;16924;add_g_ng_cc_hi_chp;0,0;0,0;
pv_sens;0;16;16924;add_g_ng_cc_lo;0,0;0,0;
pv_sens;0;16;16924;add_g_ng_cc_lo_chp;0,0;0,0;
pv_sens;0;16;16924;add_g_ng_mtr;0,0;0,0;
pv_sens;0;16;16924;add_g_ng_mtr_chp;0,0;0,0;
pv_sens;0;16;16924;add_g_ng_stm;0,0;0,0;
pv_sens;0;16;16924;add_g_ng_stm_chp;0,4370164089292489;15,198221084584105;
pv_sens;0;16;16924;add_g_nuc;0,0;0,0;
pv_sens;0;16;16924;add_g_oil_cbt;0,0;0,0;
pv_sens;0;16;16924;add_g_oil_cbt_chp;0,0;0,0;
pv_sens;0;16;16924;add_g_oil_cc;0,0;0,0;
pv_sens;0;16;16924;add_g_oil_cc_chp;0,0;0,0;
pv_sens;0;16;16924;add_g_oil_stm;0,0;1,174661047303284;
pv_sens;0;16;16924;add_g_oil_stm_chp;0,0;2,414489125060064;
pv_sens;0;16;16924;deco_g_bio;0,0;3,2552000000000003;
pv_sens;0;16;16924;deco_g_bio_boiler_chp;0,8;2,6;
pv_sens;0;16;16924;deco_g_bio_chp;0,08465758457038704;0,0;
pv_sens;0;16;16924;deco_g_coal_igcc;0,0;0,0;
pv_sens;0;16;16924;deco_g_coal_sc;0,0;0,0;
pv_sens;0;16;16924;deco_g_coal_sc_chp;0,0;0,0;
pv_sens;0;16;16924;deco_g_coal_sub;0,0;0,0;
pv_sens;0;16;16924;deco_g_coal_sub_chp;0,0;0,0;
pv_sens;0;16;16924;deco_g_coal_usc;0,0;0,0;
pv_sens;0;16;16924;deco_g_coal_usc_chp;0,0;0,0;
pv_sens;0;16;16924;deco_g_eboi_pth;0,0;0,0;
pv_sens;0;16;16924;deco_g_heatpump_pth;0,0;0,0;
pv_sens;0;16;16924;deco_g_hpa_pth;0,0;0,0;
pv_sens;0;16;16924;deco_g_lig_boa;0,0;0,0;
pv_sens;0;16;16924;deco_g_lig_boa_chp;0,0;0,0;
pv_sens;0;16;16924;deco_g_lig_stm;0,0;0,0;
pv_sens;0;16;16924;deco_g_lig_stm_chp;0,0;0,0;
pv_sens;0;16;16924;deco_g_ng_boiler_chp;0,0;0,0;
pv_sens;0;16;16924;deco_g_ng_cbt_hi;0,0;0,0;
pv_sens;0;16;16924;deco_g_ng_cbt_hi_chp;0,0;0,428;
pv_sens;0;16;16924;deco_g_ng_cbt_lo;0,0;0,0;
pv_sens;0;16;16924;deco_g_ng_cbt_lo_chp;0,27692;1,082;
pv_sens;0;16;16924;deco_g_ng_cc_hi;0,0;0,0;
pv_sens;0;16;16924;deco_g_ng_cc_hi_chp;0,0;0,0;
pv_sens;0;16;16924;deco_g_ng_cc_lo;0,0;0,0;
pv_sens;0;16;16924;deco_g_ng_cc_lo_chp;0,0;0,0;
pv_sens;0;16;16924;deco_g_ng_mtr;0,0;0,0;
pv_sens;0;16;16924;deco_g_ng_mtr_chp;0,0;0,0;
pv_sens;0;16;16924;deco_g_ng_stm;0,0;0,0;
pv_sens;0;16;16924;deco_g_ng_stm_chp;0,0;0,0;
pv_sens;0;16;16924;deco_g_nuc;0,0;0,0;
pv_sens;0;16;16924;deco_g_oil_cbt;0,0;0,0;
pv_sens;0;16;16924;deco_g_oil_cbt_chp;0,0;0,297;
pv_sens;0;16;16924;deco_g_oil_cc;0,06;0,0;
pv_sens;0;16;16924;deco_g_oil_cc_chp;0,0;0,0;
pv_sens;0;16;16924;deco_g_oil_stm;0,0;0,0;
pv_sens;0;16;16924;deco_g_oil_stm_chp;0,0;0,0;
pv_sens;0;16;16924;add_s_battery;0,0;7,874399764458539;
pv_sens;0;16;16924;add_s_h2_stack;0,0;0,0;
pv_sens;0;16;16924;add_s_hyd_psp_day;0,0;0,0;
pv_sens;0;16;16924;add_s_hyd_psp_season;0,0;0,0;
pv_sens;0;16;16924;add_s_hyd_psp_week;0,0;0,0;
pv_sens;0;16;16924;add_s_hyd_res_day;0,0;0,0;
pv_sens;0;16;16924;add_s_hyd_res_season;0,0;0,0;
pv_sens;0;16;16924;add_s_hyd_res_week;0,0;0,0;
pv_sens;0;16;16924;add_v_battery;0,0;7,874399764458539;
pv_sens;0;16;16924;add_v_h2_stack;0,0;0,0;
pv_sens;0;16;16924;add_v_hyd_psp_day;0,0;0,0;
pv_sens;0;16;16924;add_v_hyd_psp_season;0,0;0,0;
pv_sens;0;16;16924;add_v_hyd_psp_week;0,0;0,0;
pv_sens;0;16;16924;add_v_hyd_res_day;0,0;0,0;
pv_sens;0;16;16924;add_v_hyd_res_season;0,0;0,0;
pv_sens;0;16;16924;add_v_hyd_res_week;0,0;0,0;
pv_sens;0;16;16924;add_x_AT;0,0;0,0;
pv_sens;0;16;16924;add_x_DE;0,0;0,0;
pv_sens;0;16;16924;cost_air_pol_Biomass;66756,74330141951;0,0;
pv_sens;0;16;16924;cost_air_pol_Coal;0,0;1269243,4047848687;
pv_sens;0;16;16924;cost_air_pol_Gas;100203,53111484135;660552,5975377902;
pv_sens;0;16;16924;cost_air_pol_Lignite;0,0;1112002,2807743202;
pv_sens;0;16;16924;cost_air_pol_Nuclear;0,0;0,0;
pv_sens;0;16;16924;cost_air_pol_Oil;96,97049113676;6666,962426328996;
pv_sens;0;16;16924;cost_air_pol_Power;0,0;0,0;
pv_sens;0;16;16924;cost_air_pol_Solar;116336,95367149313;367044,0;
pv_sens;0;16;16924;cost_air_pol_Water;0,0;0,0;
pv_sens;0;16;16924;cost_air_pol_Wind;7499,319;299519,8;
pv_sens;0;16;16924;AnnGByTec_('bio', 'el', 'Biomass');1668,1437204055346;0,0;
pv_sens;0;16;16924;AnnGByTec_('bio_chp', 'el', 'Biomass');2994,563662470203;0,0;
pv_sens;0;16;16924;AnnGByTec_('bio_chp', 'ht', 'Biomass');652,5164005640947;0,0;
pv_sens;0;16;16924;AnnGByTec_('coal_sc', 'el', 'Coal');0,0;4553,089068600685;
pv_sens;0;16;16924;AnnGByTec_('coal_sc_chp', 'el', 'Coal');0,0;17381,44788448798;
pv_sens;0;16;16924;AnnGByTec_('coal_sc_chp', 'ht', 'Coal');0,0;4065,324823848752;
pv_sens;0;16;16924;AnnGByTec_('coal_sub', 'el', 'Coal');0,0;22542,102598769325;
pv_sens;0;16;16924;AnnGByTec_('coal_sub_chp', 'el', 'Coal');0,0;33922,93473321339;
pv_sens;0;16;16924;AnnGByTec_('coal_sub_chp', 'ht', 'Coal');0,0;9434,461512577693;
pv_sens;0;16;16924;AnnGByTec_('heatpump_pth', 'ht', 'Power');5108,628781210731;222,8726028901281;
pv_sens;0;16;16924;AnnGByTec_('lig_boa', 'el', 'Lignite');0,0;4978,068479999068;
pv_sens;0;16;16924;AnnGByTec_('lig_boa_chp', 'el', 'Lignite');0,0;4319,175495578623;
pv_sens;0;16;16924;AnnGByTec_('lig_boa_chp', 'ht', 'Lignite');0,0;1801,9254961442177;
pv_sens;0;16;16924;AnnGByTec_('lig_stm', 'el', 'Lignite');0,0;28290,81000958143;
pv_sens;0;16;16924;AnnGByTec_('lig_stm_chp', 'el', 'Lignite');0,0;51281,47755574899;
pv_sens;0;16;16924;AnnGByTec_('lig_stm_chp', 'ht', 'Lignite');0,0;61108,673426308014;
pv_sens;0;16;16924;AnnGByTec_('ng_boiler_chp', 'ht', 'Gas');1242,8436183741642;1111,7121117997926;
pv_sens;0;16;16924;AnnGByTec_('ng_cbt_hi', 'el', 'Gas');0,0;70,40600000000016;
pv_sens;0;16;16924;AnnGByTec_('ng_cbt_lo', 'el', 'Gas');17,802564029383266;591,6930919657187;
pv_sens;0;16;16924;AnnGByTec_('ng_cc_hi', 'el', 'Gas');0,0;31751,39344426561;
pv_sens;0;16;16924;AnnGByTec_('ng_cc_hi_chp', 'el', 'Gas');15682,332949427946;38016,57955707743;
pv_sens;0;16;16924;AnnGByTec_('ng_cc_hi_chp', 'ht', 'Gas');9827,339959984423;9947,016663950842;
pv_sens;0;16;16924;AnnGByTec_('ng_cc_lo', 'el', 'Gas');742,1316235851864;9513,42390871674;
pv_sens;0;16;16924;AnnGByTec_('ng_cc_lo_chp', 'el', 'Gas');1904,004407462502;29128,10459764361;
pv_sens;0;16;16924;AnnGByTec_('ng_cc_lo_chp', 'ht', 'Gas');1815,4491220865352;14235,565578105365;
pv_sens;0;16;16924;AnnGByTec_('ng_mtr', 'el', 'Gas');0,0;69,24483028302437;
pv_sens;0;16;16924;AnnGByTec_('ng_mtr_chp', 'el', 'Gas');0,0;605,891147150512;
pv_sens;0;16;16924;AnnGByTec_('ng_mtr_chp', 'ht', 'Gas');0,0;586,0536285795018;
pv_sens;0;16;16924;AnnGByTec_('ng_stm', 'el', 'Gas');114,71661390462405;1619,7180732858396;
pv_sens;0;16;16924;AnnGByTec_('ng_stm_chp', 'el', 'Gas');2463,0245675228634;29432,936218741517;
pv_sens;0;16;16924;AnnGByTec_('ng_stm_chp', 'ht', 'Gas');3869,8887177799475;25464,418255787474;
pv_sens;0;16;16924;AnnGByTec_('oil_cbt', 'el', 'Oil');0,7871646633659529;284,13841400327;
pv_sens;0;16;16924;AnnGByTec_('oil_stm', 'el', 'Oil');11,202428924458655;129,42752218104349;
pv_sens;0;16;16924;AnnGByTec_('oil_stm_chp', 'el', 'Oil');0,0;418,6027439038922;
pv_sens;0;16;16924;cost_airpol;290893,5175788908;3715029,045523308;
pv_sens;0;16;15424;cost_zonal;2045284,4735674034;14445840,460486388;
pv_sens;0;16;15424;AnnCO2Emissions;8742,018783546273;235936,5251474967;
pv_sens;0;16;15424;AnnCurtail;1928,8655410048918;6325,278167753013;
pv_sens;0;16;15424;AnnG_el;23778,239402638275;308909,83868262236;
pv_sens;0;16;15424;AnnG_ht;22516,666600002794;127978,02409997885;
pv_sens;0;16;15424;AnnGBiomass;2557,0895416004173;;
pv_sens;0;16;15424;AnnGFossil;43737,81646104065;436887,8627826012;
pv_sens;0;16;15424;AnnR;62845,274478399835;284294,9393899988;
pv_sens;0;16;15424;AnnSpendingEl;2678333,9744751933;20616100,743794728;
pv_sens;0;16;15424;AnnProdSurplus;2682113,983774183;12420575,811878156;
pv_sens;0;16;15424;AnnX;;12122,181722682672;
pv_sens;0;16;15424;AnnValueX;803631,7926924552;220691,17200883984;
pv_sens;0;16;15424;AnnValueI;-220691,17200883984;-803631,7926924552;
pv_sens;0;16;15424;AnnSIn;6822,667038965606;31971,062662264754;
pv_sens;0;16;15424;AnnSOut;14941,330931561388;30082,676929367757;
pv_sens;0;16;15424;AvgPriceEl;31,909170531286364;32,781423615637266;
pv_sens;0;16;15424;AvgPriceHt;12,323301675550178;9,71782520143844;
pv_sens;0;16;15424;cost_invest_g;16364,50551909296;447649,4619637522;
pv_sens;0;16;15424;cost_invest_r;372427,3048476486;0,0;
pv_sens;0;16;15424;cost_invest_sv;0,0;284288,6908822486;
pv_sens;0;16;15424;cost_invest_x;0,0;0,0;
pv_sens;0;16;15424;CostCO2;;;False
pv_sens;0;16;15424;CostFuel;665564,2234535828;6907929,276416807;
pv_sens;0;16;15424;CostOMG;310392,909979393;3526739,88705977;
pv_sens;0;16;15424;CostOMR;680535,5297688688;3279233,144168009;
pv_sens;0;16;15424;add_r_pv;24,14596115454153;0,0;
pv_sens;0;16;15424;add_r_ror;0,0;0,0;
pv_sens;0;16;15424;add_r_wind_off;0,0;0,0;
pv_sens;0;16;15424;add_r_wind_on;0,0;0,0;
pv_sens;0;16;15424;add_g_bio;0,0;0,0;
pv_sens;0;16;15424;add_g_bio_boiler_chp;0,0;0,0;
pv_sens;0;16;15424;add_g_bio_chp;0,0;0,0;
pv_sens;0;16;15424;add_g_coal_igcc;0,0;0,0;
pv_sens;0;16;15424;add_g_coal_sc;0,0;0,0;
pv_sens;0;16;15424;add_g_coal_sc_chp;0,0;0,0;
pv_sens;0;16;15424;add_g_coal_sub;0,0;0,0;
pv_sens;0;16;15424;add_g_coal_sub_chp;0,0;0,0;
pv_sens;0;16;15424;add_g_coal_usc;0,0;0,0;
pv_sens;0;16;15424;add_g_coal_usc_chp;0,0;0,0;
pv_sens;0;16;15424;add_g_eboi_pth;0,0;0,0;
pv_sens;0;16;15424;add_g_heatpump_pth;0,0;0,0;
pv_sens;0;16;15424;add_g_hpa_pth;0,0;0,0;
pv_sens;0;16;15424;add_g_lig_boa;0,0;0,0;
pv_sens;0;16;15424;add_g_lig_boa_chp;0,0;0,0;
pv_sens;0;16;15424;add_g_lig_stm;0,0;0,0;
pv_sens;0;16;15424;add_g_lig_stm_chp;0,0;0,0;
pv_sens;0;16;15424;add_g_ng_boiler_chp;0,19064171543247965;0,0;
pv_sens;0;16;15424;add_g_ng_cbt_hi;0,0;0,0;
pv_sens;0;16;15424;add_g_ng_cbt_hi_chp;0,0;0,0;
pv_sens;0;16;15424;add_g_ng_cbt_lo;0,0;0,0;
pv_sens;0;16;15424;add_g_ng_cbt_lo_chp;0,0;0,0;
pv_sens;0;16;15424;add_g_ng_cc_hi;0,0;1,3620598139666626;
pv_sens;0;16;15424;add_g_ng_cc_hi_chp;0,0;0,0;
pv_sens;0;16;15424;add_g_ng_cc_lo;0,0;0,0;
pv_sens;0;16;15424;add_g_ng_cc_lo_chp;0,0;0,0;
pv_sens;0;16;15424;add_g_ng_mtr;0,0;0,0;
pv_sens;0;16;15424;add_g_ng_mtr_chp;0,0;0,0;
pv_sens;0;16;15424;add_g_ng_stm;0,0;0,0;
pv_sens;0;16;15424;add_g_ng_stm_chp;0,5977160845675206;15,15047005406188;
pv_sens;0;16;15424;add_g_nuc;0,0;0,0;
pv_sens;0;16;15424;add_g_oil_cbt;0,0;0,0;
pv_sens;0;16;15424;add_g_oil_cbt_chp;0,0;0,0;
pv_sens;0;16;15424;add_g_oil_cc;0,0;0,0;
pv_sens;0;16;15424;add_g_oil_cc_chp;0,0;0,0;
pv_sens;0;16;15424;add_g_oil_stm;0,0;1,205236825055592;
pv_sens;0;16;15424;add_g_oil_stm_chp;0,0;2,3753264477609575;
pv_sens;0;16;15424;deco_g_bio;0,05474453225836821;3,2552000000000003;
pv_sens;0;16;15424;deco_g_bio_boiler_chp;0,8;2,6;
pv_sens;0;16;15424;deco_g_bio_chp;0,29090000000000027;0,0;
pv_sens;0;16;15424;deco_g_coal_igcc;0,0;0,0;
pv_sens;0;16;15424;deco_g_coal_sc;0,0;0,0;
pv_sens;0;16;15424;deco_g_coal_sc_chp;0,0;0,0;
pv_sens;0;16;15424;deco_g_coal_sub;0,0;0,0;
pv_sens;0;16;15424;deco_g_coal_sub_chp;0,0;0,0;
pv_sens;0;16;15424;deco_g_coal_usc;0,0;0,0;
pv_sens;0;16;15424;deco_g_coal_usc_chp;0,0;0,0;
pv_sens;0;16;15424;deco_g_eboi_pth;0,0;0,0;
pv_sens;0;16;15424;deco_g_heatpump_pth;0,0;0,0;
pv_sens;0;16;15424;deco_g_hpa_pth;0,0;0,0;
pv_sens;0;16;15424;deco_g_lig_boa;0,0;0,0;
